row_id,date,spot,strike,moneyness,option_type,maturity_label,maturity_days,tau,iv_observed
5593,2025-03-07,19666.28,19150,0.975,put,3M,91,0.36111,
5594,2025-03-07,19666.28,19650,1.0,call,3M,91,0.36111,18.7195
5595,2025-03-07,19666.28,19650,1.0,put,3M,91,0.36111,
5596,2025-03-07,19666.28,20150,1.025,call,3M,91,0.36111,17.5789
5597,2025-03-07,19666.28,20150,1.025,put,3M,91,0.36111,
5598,2025-03-07,19666.28,20650,1.05,call,3M,91,0.36111,18.6217
5599,2025-03-07,19666.28,20650,1.05,put,3M,91,0.36111,
5600,2025-03-07,19666.28,21150,1.075,call,3M,91,0.36111,18.3348
5601,2025-03-07,19666.28,21150,1.075,put,3M,91,0.36111,
5602,2025-03-07,19666.28,21650,1.1,call,3M,91,0.36111,18.9046
5603,2025-03-07,19666.28,21650,1.1,put,3M,91,0.36111,17.5169
5604,2025-03-07,19666.28,22100,1.125,call,3M,91,0.36111,17.9235
5605,2025-03-07,19666.28,22100,1.125,put,3M,91,0.36111,17.2378
5606,2025-03-07,19666.28,22600,1.15,call,3M,91,0.36111,
5607,2025-03-07,19666.28,22600,1.15,put,3M,91,0.36111,18.072
5608,2025-03-07,19666.28,23600,1.2,call,3M,91,0.36111,
5609,2025-03-07,19666.28,23600,1.2,put,3M,91,0.36111,
5610,2025-03-07,19666.28,15750,0.8,call,6M,182,0.72222,21.0217
5611,2025-03-07,19666.28,15750,0.8,put,6M,182,0.72222,20.9231
5612,2025-03-07,19666.28,16700,0.85,call,6M,182,0.72222,19.8086
5613,2025-03-07,19666.28,16700,0.85,put,6M,182,0.72222,19.4594
5614,2025-03-07,19666.28,17200,0.875,call,6M,182,0.72222,18.3354
5615,2025-03-07,19666.28,17200,0.875,put,6M,182,0.72222,20.0896
5616,2025-03-07,19666.28,17700,0.9,call,6M,182,0.72222,18.8363
5617,2025-03-07,19666.28,17700,0.9,put,6M,182,0.72222,19.5485
5618,2025-03-07,19666.28,18200,0.925,call,6M,182,0.72222,
5619,2025-03-07,19666.28,18200,0.925,put,6M,182,0.72222,18.5065
5620,2025-03-07,19666.28,18700,0.95,call,6M,182,0.72222,18.5205
5621,2025-03-07,19666.28,18700,0.95,put,6M,182,0.72222,
5622,2025-03-07,19666.28,19150,0.975,call,6M,182,0.72222,
5623,2025-03-07,19666.28,19150,0.975,put,6M,182,0.72222,17.7474
5624,2025-03-07,19666.28,19650,1.0,call,6M,182,0.72222,
5625,2025-03-07,19666.28,19650,1.0,put,6M,182,0.72222,
5626,2025-03-07,19666.28,20150,1.025,call,6M,182,0.72222,
5627,2025-03-07,19666.28,20150,1.025,put,6M,182,0.72222,
5628,2025-03-07,19666.28,20650,1.05,call,6M,182,0.72222,17.7868
5629,2025-03-07,19666.28,20650,1.05,put,6M,182,0.72222,
5630,2025-03-07,19666.28,21150,1.075,call,6M,182,0.72222,18.0574
5631,2025-03-07,19666.28,21150,1.075,put,6M,182,0.72222,
5632,2025-03-07,19666.28,21650,1.1,call,6M,182,0.72222,17.4895
5633,2025-03-07,19666.28,21650,1.1,put,6M,182,0.72222,16.9103
5634,2025-03-07,19666.28,22100,1.125,call,6M,182,0.72222,18.1537
5635,2025-03-07,19666.28,22100,1.125,put,6M,182,0.72222,17.4863
5636,2025-03-07,19666.28,22600,1.15,call,6M,182,0.72222,18.5387
5637,2025-03-07,19666.28,22600,1.15,put,6M,182,0.72222,
5638,2025-03-07,19666.28,23600,1.2,call,6M,182,0.72222,
5639,2025-03-07,19666.28,23600,1.2,put,6M,182,0.72222,16.6989
5640,2025-03-10,19925.32,15950,0.8,call,1M,30,0.11905,
5641,2025-03-10,19925.32,15950,0.8,put,1M,30,0.11905,
5642,2025-03-10,19925.32,16950,0.85,call,1M,30,0.11905,
5643,2025-03-10,19925.32,16950,0.85,put,1M,30,0.11905,
5644,2025-03-10,19925.32,17450,0.875,call,1M,30,0.11905,30.6754
5645,2025-03-10,19925.32,17450,0.875,put,1M,30,0.11905,31.2872
5646,2025-03-10,19925.32,17950,0.9,call,1M,30,0.11905,
5647,2025-03-10,19925.32,17950,0.9,put,1M,30,0.11905,
5648,2025-03-10,19925.32,18450,0.925,call,1M,30,0.11905,
5649,2025-03-10,19925.32,18450,0.925,put,1M,30,0.11905,
5650,2025-03-10,19925.32,18950,0.95,call,1M,30,0.11905,
5651,2025-03-10,19925.32,18950,0.95,put,1M,30,0.11905,
5652,2025-03-10,19925.32,19450,0.975,call,1M,30,0.11905,28.3169
5653,2025-03-10,19925.32,19450,0.975,put,1M,30,0.11905,29.4678
5654,2025-03-10,19925.32,19950,1.0,call,1M,30,0.11905,
5655,2025-03-10,19925.32,19950,1.0,put,1M,30,0.11905,27.9498
5656,2025-03-10,19925.32,20400,1.025,call,1M,30,0.11905,27.2345
5657,2025-03-10,19925.32,20400,1.025,put,1M,30,0.11905,
5658,2025-03-10,19925.32,20900,1.05,call,1M,30,0.11905,26.0452
5659,2025-03-10,19925.32,20900,1.05,put,1M,30,0.11905,
5660,2025-03-10,19925.32,21400,1.075,call,1M,30,0.11905,25.8279
5661,2025-03-10,19925.32,21400,1.075,put,1M,30,0.11905,
5662,2025-03-10,19925.32,21900,1.1,call,1M,30,0.11905,26.6946
5663,2025-03-10,19925.32,21900,1.1,put,1M,30,0.11905,
5664,2025-03-10,19925.32,22400,1.125,call,1M,30,0.11905,
5665,2025-03-10,19925.32,22400,1.125,put,1M,30,0.11905,24.9119
5666,2025-03-10,19925.32,22900,1.15,call,1M,30,0.11905,28.1265
5667,2025-03-10,19925.32,22900,1.15,put,1M,30,0.11905,24.4442
5668,2025-03-10,19925.32,23900,1.2,call,1M,30,0.11905,
5669,2025-03-10,19925.32,23900,1.2,put,1M,30,0.11905,
5670,2025-03-10,19925.32,15950,0.8,call,2M,60,0.2381,31.1492
5671,2025-03-10,19925.32,15950,0.8,put,2M,60,0.2381,
5672,2025-03-10,19925.32,16950,0.85,call,2M,60,0.2381,29.1001
5673,2025-03-10,19925.32,16950,0.85,put,2M,60,0.2381,32.0008
5674,2025-03-10,19925.32,17450,0.875,call,2M,60,0.2381,
5675,2025-03-10,19925.32,17450,0.875,put,2M,60,0.2381,30.0118
5676,2025-03-10,19925.32,17950,0.9,call,2M,60,0.2381,26.7587
5677,2025-03-10,19925.32,17950,0.9,put,2M,60,0.2381,28.8655
5678,2025-03-10,19925.32,18450,0.925,call,2M,60,0.2381,
5679,2025-03-10,19925.32,18450,0.925,put,2M,60,0.2381,28.1688
5680,2025-03-10,19925.32,18950,0.95,call,2M,60,0.2381,27.7096
5681,2025-03-10,19925.32,18950,0.95,put,2M,60,0.2381,
5682,2025-03-10,19925.32,19450,0.975,call,2M,60,0.2381,
5683,2025-03-10,19925.32,19450,0.975,put,2M,60,0.2381,
5684,2025-03-10,19925.32,19950,1.0,call,2M,60,0.2381,25.1658
5685,2025-03-10,19925.32,19950,1.0,put,2M,60,0.2381,
5686,2025-03-10,19925.32,20400,1.025,call,2M,60,0.2381,25.6762
5687,2025-03-10,19925.32,20400,1.025,put,2M,60,0.2381,
5688,2025-03-10,19925.32,20900,1.05,call,2M,60,0.2381,25.1926
5689,2025-03-10,19925.32,20900,1.05,put,2M,60,0.2381,
5690,2025-03-10,19925.32,21400,1.075,call,2M,60,0.2381,25.6924
5691,2025-03-10,19925.32,21400,1.075,put,2M,60,0.2381,25.1488
5692,2025-03-10,19925.32,21900,1.1,call,2M,60,0.2381,24.8901
5693,2025-03-10,19925.32,21900,1.1,put,2M,60,0.2381,
5694,2025-03-10,19925.32,22400,1.125,call,2M,60,0.2381,25.0696
5695,2025-03-10,19925.32,22400,1.125,put,2M,60,0.2381,23.3382
5696,2025-03-10,19925.32,22900,1.15,call,2M,60,0.2381,
5697,2025-03-10,19925.32,22900,1.15,put,2M,60,0.2381,
5698,2025-03-10,19925.32,23900,1.2,call,2M,60,0.2381,
5699,2025-03-10,19925.32,23900,1.2,put,2M,60,0.2381,
5700,2025-03-10,19925.32,15950,0.8,call,3M,91,0.36111,29.2409
5701,2025-03-10,19925.32,15950,0.8,put,3M,91,0.36111,30.9445
5702,2025-03-10,19925.32,16950,0.85,call,3M,91,0.36111,27.3455
5703,2025-03-10,19925.32,16950,0.85,put,3M,91,0.36111,
5704,2025-03-10,19925.32,17450,0.875,call,3M,91,0.36111,27.5749
5705,2025-03-10,19925.32,17450,0.875,put,3M,91,0.36111,
5706,2025-03-10,19925.32,17950,0.9,call,3M,91,0.36111,25.8638
5707,2025-03-10,19925.32,17950,0.9,put,3M,91,0.36111,28.5706
5708,2025-03-10,19925.32,18450,0.925,call,3M,91,0.36111,25.8477
5709,2025-03-10,19925.32,18450,0.925,put,3M,91,0.36111,
5710,2025-03-10,19925.32,18950,0.95,call,3M,91,0.36111,
5711,2025-03-10,19925.32,18950,0.95,put,3M,91,0.36111,25.8889
5712,2025-03-10,19925.32,19450,0.975,call,3M,91,0.36111,25.0659
5713,2025-03-10,19925.32,19450,0.975,put,3M,91,0.36111,24.9231
5714,2025-03-10,19925.32,19950,1.0,call,3M,91,0.36111,
5715,2025-03-10,19925.32,19950,1.0,put,3M,91,0.36111,25.3011
5716,2025-03-10,19925.32,20400,1.025,call,3M,91,0.36111,26.872
5717,2025-03-10,19925.32,20400,1.025,put,3M,91,0.36111,
5718,2025-03-10,19925.32,20900,1.05,call,3M,91,0.36111,24.6846
5719,2025-03-10,19925.32,20900,1.05,put,3M,91,0.36111,24.5202
5720,2025-03-10,19925.32,21400,1.075,call,3M,91,0.36111,25.1801
5721,2025-03-10,19925.32,21400,1.075,put,3M,91,0.36111,24.2579
5722,2025-03-10,19925.32,21900,1.1,call,3M,91,0.36111,25.3003
5723,2025-03-10,19925.32,21900,1.1,put,3M,91,0.36111,
5724,2025-03-10,19925.32,22400,1.125,call,3M,91,0.36111,24.0786
5725,2025-03-10,19925.32,22400,1.125,put,3M,91,0.36111,22.9754
5726,2025-03-10,19925.32,22900,1.15,call,3M,91,0.36111,
5727,2025-03-10,19925.32,22900,1.15,put,3M,91,0.36111,
5728,2025-03-10,19925.32,23900,1.2,call,3M,91,0.36111,24.7176
5729,2025-03-10,19925.32,23900,1.2,put,3M,91,0.36111,
5730,2025-03-10,19925.32,15950,0.8,call,6M,182,0.72222,28.0036
5731,2025-03-10,19925.32,15950,0.8,put,6M,182,0.72222,28.7829
5732,2025-03-10,19925.32,16950,0.85,call,6M,182,0.72222,
5733,2025-03-10,19925.32,16950,0.85,put,6M,182,0.72222,25.6332
5734,2025-03-10,19925.32,17450,0.875,call,6M,182,0.72222,
5735,2025-03-10,19925.32,17450,0.875,put,6M,182,0.72222,25.8874
5736,2025-03-10,19925.32,17950,0.9,call,6M,182,0.72222,25.056
5737,2025-03-10,19925.32,17950,0.9,put,6M,182,0.72222,
5738,2025-03-10,19925.32,18450,0.925,call,6M,182,0.72222,24.7889
5739,2025-03-10,19925.32,18450,0.925,put,6M,182,0.72222,
5740,2025-03-10,19925.32,18950,0.95,call,6M,182,0.72222,24.5806
5741,2025-03-10,19925.32,18950,0.95,put,6M,182,0.72222,
5742,2025-03-10,19925.32,19450,0.975,call,6M,182,0.72222,
5743,2025-03-10,19925.32,19450,0.975,put,6M,182,0.72222,24.3564
5744,2025-03-10,19925.32,19950,1.0,call,6M,182,0.72222,25.236
5745,2025-03-10,19925.32,19950,1.0,put,6M,182,0.72222,
5746,2025-03-10,19925.32,20400,1.025,call,6M,182,0.72222,
5747,2025-03-10,19925.32,20400,1.025,put,6M,182,0.72222,
5748,2025-03-10,19925.32,20900,1.05,call,6M,182,0.72222,24.0044
5749,2025-03-10,19925.32,20900,1.05,put,6M,182,0.72222,24.4428
5750,2025-03-10,19925.32,21400,1.075,call,6M,182,0.72222,23.0868
5751,2025-03-10,19925.32,21400,1.075,put,6M,182,0.72222,24.9349
5752,2025-03-10,19925.32,21900,1.1,call,6M,182,0.72222,
5753,2025-03-10,19925.32,21900,1.1,put,6M,182,0.72222,
5754,2025-03-10,19925.32,22400,1.125,call,6M,182,0.72222,
5755,2025-03-10,19925.32,22400,1.125,put,6M,182,0.72222,25.0356
5756,2025-03-10,19925.32,22900,1.15,call,6M,182,0.72222,
5757,2025-03-10,19925.32,22900,1.15,put,6M,182,0.72222,
5758,2025-03-10,19925.32,23900,1.2,call,6M,182,0.72222,23.3126
5759,2025-03-10,19925.32,23900,1.2,put,6M,182,0.72222,
5760,2025-03-11,20015.65,16000,0.8,call,1M,30,0.11905,21.7959
5761,2025-03-11,20015.65,16000,0.8,put,1M,30,0.11905,25.0634
5762,2025-03-11,20015.65,17000,0.85,call,1M,30,0.11905,
5763,2025-03-11,20015.65,17000,0.85,put,1M,30,0.11905,
5764,2025-03-11,20015.65,17500,0.875,call,1M,30,0.11905,
5765,2025-03-11,20015.65,17500,0.875,put,1M,30,0.11905,21.4068
5766,2025-03-11,20015.65,18000,0.9,call,1M,30,0.11905,17.5941
5767,2025-03-11,20015.65,18000,0.9,put,1M,30,0.11905,20.3756
5768,2025-03-11,20015.65,18500,0.925,call,1M,30,0.11905,
5769,2025-03-11,20015.65,18500,0.925,put,1M,30,0.11905,19.3973
5770,2025-03-11,20015.65,19000,0.95,call,1M,30,0.11905,17.2663
5771,2025-03-11,20015.65,19000,0.95,put,1M,30,0.11905,
5772,2025-03-11,20015.65,19500,0.975,call,1M,30,0.11905,16.7342
5773,2025-03-11,20015.65,19500,0.975,put,1M,30,0.11905,17.6625
5774,2025-03-11,20015.65,20000,1.0,call,1M,30,0.11905,15.9408
5775,2025-03-11,20015.65,20000,1.0,put,1M,30,0.11905,16.1937
5776,2025-03-11,20015.65,20500,1.025,call,1M,30,0.11905,
5777,2025-03-11,20015.65,20500,1.025,put,1M,30,0.11905,
5778,2025-03-11,20015.65,21000,1.05,call,1M,30,0.11905,16.6131
5779,2025-03-11,20015.65,21000,1.05,put,1M,30,0.11905,14.6558
5780,2025-03-11,20015.65,21500,1.075,call,1M,30,0.11905,
5781,2025-03-11,20015.65,21500,1.075,put,1M,30,0.11905,14.5593
5782,2025-03-11,20015.65,22000,1.1,call,1M,30,0.11905,
5783,2025-03-11,20015.65,22000,1.1,put,1M,30,0.11905,14.3633
5784,2025-03-11,20015.65,22500,1.125,call,1M,30,0.11905,
5785,2025-03-11,20015.65,22500,1.125,put,1M,30,0.11905,
5786,2025-03-11,20015.65,23000,1.15,call,1M,30,0.11905,
5787,2025-03-11,20015.65,23000,1.15,put,1M,30,0.11905,12.2007
5788,2025-03-11,20015.65,24000,1.2,call,1M,30,0.11905,15.2889
5789,2025-03-11,20015.65,24000,1.2,put,1M,30,0.11905,12.0225
5790,2025-03-11,20015.65,16000,0.8,call,2M,60,0.2381,
5791,2025-03-11,20015.65,16000,0.8,put,2M,60,0.2381,
5792,2025-03-11,20015.65,17000,0.85,call,2M,60,0.2381,
5793,2025-03-11,20015.65,17000,0.85,put,2M,60,0.2381,20.1718
5794,2025-03-11,20015.65,17500,0.875,call,2M,60,0.2381,
5795,2025-03-11,20015.65,17500,0.875,put,2M,60,0.2381,18.6644
5796,2025-03-11,20015.65,18000,0.9,call,2M,60,0.2381,
5797,2025-03-11,20015.65,18000,0.9,put,2M,60,0.2381,
5798,2025-03-11,20015.65,18500,0.925,call,2M,60,0.2381,17.482
5799,2025-03-11,20015.65,18500,0.925,put,2M,60,0.2381,
5800,2025-03-11,20015.65,19000,0.95,call,2M,60,0.2381,15.8462
5801,2025-03-11,20015.65,19000,0.95,put,2M,60,0.2381,
5802,2025-03-11,20015.65,19500,0.975,call,2M,60,0.2381,
5803,2025-03-11,20015.65,19500,0.975,put,2M,60,0.2381,15.0072
5804,2025-03-11,20015.65,20000,1.0,call,2M,60,0.2381,
5805,2025-03-11,20015.65,20000,1.0,put,2M,60,0.2381,15.8555
5806,2025-03-11,20015.65,20500,1.025,call,2M,60,0.2381,
5807,2025-03-11,20015.65,20500,1.025,put,2M,60,0.2381,14.3002
5808,2025-03-11,20015.65,21000,1.05,call,2M,60,0.2381,15.7822
5809,2025-03-11,20015.65,21000,1.05,put,2M,60,0.2381,
5810,2025-03-11,20015.65,21500,1.075,call,2M,60,0.2381,14.1928
5811,2025-03-11,20015.65,21500,1.075,put,2M,60,0.2381,14.6786
5812,2025-03-11,20015.65,22000,1.1,call,2M,60,0.2381,
5813,2025-03-11,20015.65,22000,1.1,put,2M,60,0.2381,13.0077
5814,2025-03-11,20015.65,22500,1.125,call,2M,60,0.2381,
5815,2025-03-11,20015.65,22500,1.125,put,2M,60,0.2381,
5816,2025-03-11,20015.65,23000,1.15,call,2M,60,0.2381,14.2396
5817,2025-03-11,20015.65,23000,1.15,put,2M,60,0.2381,
5818,2025-03-11,20015.65,24000,1.2,call,2M,60,0.2381,13.5078
5819,2025-03-11,20015.65,24000,1.2,put,2M,60,0.2381,
5820,2025-03-11,20015.65,16000,0.8,call,3M,91,0.36111,19.071
5821,2025-03-11,20015.65,16000,0.8,put,3M,91,0.36111,20.6224
5822,2025-03-11,20015.65,17000,0.85,call,3M,91,0.36111,17.167
5823,2025-03-11,20015.65,17000,0.85,put,3M,91,0.36111,19.3001
5824,2025-03-11,20015.65,17500,0.875,call,3M,91,0.36111,
5825,2025-03-11,20015.65,17500,0.875,put,3M,91,0.36111,
5826,2025-03-11,20015.65,18000,0.9,call,3M,91,0.36111,
5827,2025-03-11,20015.65,18000,0.9,put,3M,91,0.36111,17.6642
5828,2025-03-11,20015.65,18500,0.925,call,3M,91,0.36111,15.8655
5829,2025-03-11,20015.65,18500,0.925,put,3M,91,0.36111,
5830,2025-03-11,20015.65,19000,0.95,call,3M,91,0.36111,15.3031
5831,2025-03-11,20015.65,19000,0.95,put,3M,91,0.36111,17.2479
5832,2025-03-11,20015.65,19500,0.975,call,3M,91,0.36111,
5833,2025-03-11,20015.65,19500,0.975,put,3M,91,0.36111,14.8926
5834,2025-03-11,20015.65,20000,1.0,call,3M,91,0.36111,15.8388
5835,2025-03-11,20015.65,20000,1.0,put,3M,91,0.36111,15.2178
5836,2025-03-11,20015.65,20500,1.025,call,3M,91,0.36111,15.3766
5837,2025-03-11,20015.65,20500,1.025,put,3M,91,0.36111,15.39
5838,2025-03-11,20015.65,21000,1.05,call,3M,91,0.36111,
5839,2025-03-11,20015.65,21000,1.05,put,3M,91,0.36111,14.0869
5840,2025-03-11,20015.65,21500,1.075,call,3M,91,0.36111,15.1672
5841,2025-03-11,20015.65,21500,1.075,put,3M,91,0.36111,
5842,2025-03-11,20015.65,22000,1.1,call,3M,91,0.36111,
5843,2025-03-11,20015.65,22000,1.1,put,3M,91,0.36111,12.6062
5844,2025-03-11,20015.65,22500,1.125,call,3M,91,0.36111,
5845,2025-03-11,20015.65,22500,1.125,put,3M,91,0.36111,
5846,2025-03-11,20015.65,23000,1.15,call,3M,91,0.36111,15.4474
5847,2025-03-11,20015.65,23000,1.15,put,3M,91,0.36111,13.8061
5848,2025-03-11,20015.65,24000,1.2,call,3M,91,0.36111,
5849,2025-03-11,20015.65,24000,1.2,put,3M,91,0.36111,13.4718
5850,2025-03-11,20015.65,16000,0.8,call,6M,182,0.72222,16.4851
5851,2025-03-11,20015.65,16000,0.8,put,6M,182,0.72222,19.0242
5852,2025-03-11,20015.65,17000,0.85,call,6M,182,0.72222,
5853,2025-03-11,20015.65,17000,0.85,put,6M,182,0.72222,16.9707
5854,2025-03-11,20015.65,17500,0.875,call,6M,182,0.72222,16.707
5855,2025-03-11,20015.65,17500,0.875,put,6M,182,0.72222,
5856,2025-03-11,20015.65,18000,0.9,call,6M,182,0.72222,14.9526
5857,2025-03-11,20015.65,18000,0.9,put,6M,182,0.72222,
5858,2025-03-11,20015.65,18500,0.925,call,6M,182,0.72222,15.3744
5859,2025-03-11,20015.65,18500,0.925,put,6M,182,0.72222,
5860,2025-03-11,20015.65,19000,0.95,call,6M,182,0.72222,
5861,2025-03-11,20015.65,19000,0.95,put,6M,182,0.72222,
5862,2025-03-11,20015.65,19500,0.975,call,6M,182,0.72222,
5863,2025-03-11,20015.65,19500,0.975,put,6M,182,0.72222,15.0759
5864,2025-03-11,20015.65,20000,1.0,call,6M,182,0.72222,15.0098
5865,2025-03-11,20015.65,20000,1.0,put,6M,182,0.72222,14.6638
5866,2025-03-11,20015.65,20500,1.025,call,6M,182,0.72222,
5867,2025-03-11,20015.65,20500,1.025,put,6M,182,0.72222,
5868,2025-03-11,20015.65,21000,1.05,call,6M,182,0.72222,14.6717
5869,2025-03-11,20015.65,21000,1.05,put,6M,182,0.72222,
5870,2025-03-11,20015.65,21500,1.075,call,6M,182,0.72222,13.7791
5871,2025-03-11,20015.65,21500,1.075,put,6M,182,0.72222,13.791
5872,2025-03-11,20015.65,22000,1.1,call,6M,182,0.72222,13.8675
5873,2025-03-11,20015.65,22000,1.1,put,6M,182,0.72222,
5874,2025-03-11,20015.65,22500,1.125,call,6M,182,0.72222,
5875,2025-03-11,20015.65,22500,1.125,put,6M,182,0.72222,
5876,2025-03-11,20015.65,23000,1.15,call,6M,182,0.72222,14.321
5877,2025-03-11,20015.65,23000,1.15,put,6M,182,0.72222,13.0617
5878,2025-03-11,20015.65,24000,1.2,call,6M,182,0.72222,15.4591
5879,2025-03-11,20015.65,24000,1.2,put,6M,182,0.72222,13.555
5880,2025-03-12,19604.48,15700,0.8,call,1M,30,0.11905,
5881,2025-03-12,19604.48,15700,0.8,put,1M,30,0.11905,
5882,2025-03-12,19604.48,16650,0.85,call,1M,30,0.11905,
5883,2025-03-12,19604.48,16650,0.85,put,1M,30,0.11905,22.6348
5884,2025-03-12,19604.48,17150,0.875,call,1M,30,0.11905,19.5115
5885,2025-03-12,19604.48,17150,0.875,put,1M,30,0.11905,
5886,2025-03-12,19604.48,17650,0.9,call,1M,30,0.11905,19.7653
5887,2025-03-12,19604.48,17650,0.9,put,1M,30,0.11905,19.862
5888,2025-03-12,19604.48,18150,0.925,call,1M,30,0.11905,17.7836
5889,2025-03-12,19604.48,18150,0.925,put,1M,30,0.11905,
5890,2025-03-12,19604.48,18600,0.95,call,1M,30,0.11905,
5891,2025-03-12,19604.48,18600,0.95,put,1M,30,0.11905,
5892,2025-03-12,19604.48,19100,0.975,call,1M,30,0.11905,18.1065
5893,2025-03-12,19604.48,19100,0.975,put,1M,30,0.11905,
5894,2025-03-12,19604.48,19600,1.0,call,1M,30,0.11905,
5895,2025-03-12,19604.48,19600,1.0,put,1M,30,0.11905,
5896,2025-03-12,19604.48,20100,1.025,call,1M,30,0.11905,16.5791
5897,2025-03-12,19604.48,20100,1.025,put,1M,30,0.11905,
5898,2025-03-12,19604.48,20600,1.05,call,1M,30,0.11905,
5899,2025-03-12,19604.48,20600,1.05,put,1M,30,0.11905,
5900,2025-03-12,19604.48,21050,1.075,call,1M,30,0.11905,
5901,2025-03-12,19604.48,21050,1.075,put,1M,30,0.11905,
5902,2025-03-12,19604.48,21550,1.1,call,1M,30,0.11905,
5903,2025-03-12,19604.48,21550,1.1,put,1M,30,0.11905,13.6222
5904,2025-03-12,19604.48,22050,1.125,call,1M,30,0.11905,
5905,2025-03-12,19604.48,22050,1.125,put,1M,30,0.11905,
5906,2025-03-12,19604.48,22550,1.15,call,1M,30,0.11905,
5907,2025-03-12,19604.48,22550,1.15,put,1M,30,0.11905,12.3087
5908,2025-03-12,19604.48,23550,1.2,call,1M,30,0.11905,15.3999
5909,2025-03-12,19604.48,23550,1.2,put,1M,30,0.11905,
5910,2025-03-12,19604.48,15700,0.8,call,2M,60,0.2381,20.84
5911,2025-03-12,19604.48,15700,0.8,put,2M,60,0.2381,
5912,2025-03-12,19604.48,16650,0.85,call,2M,60,0.2381,19.976
5913,2025-03-12,19604.48,16650,0.85,put,2M,60,0.2381,
5914,2025-03-12,19604.48,17150,0.875,call,2M,60,0.2381,18.0026
5915,2025-03-12,19604.48,17150,0.875,put,2M,60,0.2381,
5916,2025-03-12,19604.48,17650,0.9,call,2M,60,0.2381,
5917,2025-03-12,19604.48,17650,0.9,put,2M,60,0.2381,
5918,2025-03-12,19604.48,18150,0.925,call,2M,60,0.2381,16.0713
5919,2025-03-12,19604.48,18150,0.925,put,2M,60,0.2381,17.068
5920,2025-03-12,19604.48,18600,0.95,call,2M,60,0.2381,17.1083
5921,2025-03-12,19604.48,18600,0.95,put,2M,60,0.2381,17.3939
5922,2025-03-12,19604.48,19100,0.975,call,2M,60,0.2381,
5923,2025-03-12,19604.48,19100,0.975,put,2M,60,0.2381,16.6516
5924,2025-03-12,19604.48,19600,1.0,call,2M,60,0.2381,
5925,2025-03-12,19604.48,19600,1.0,put,2M,60,0.2381,
5926,2025-03-12,19604.48,20100,1.025,call,2M,60,0.2381,
5927,2025-03-12,19604.48,20100,1.025,put,2M,60,0.2381,
5928,2025-03-12,19604.48,20600,1.05,call,2M,60,0.2381,16.5321
5929,2025-03-12,19604.48,20600,1.05,put,2M,60,0.2381,
5930,2025-03-12,19604.48,21050,1.075,call,2M,60,0.2381,14.9523
5931,2025-03-12,19604.48,21050,1.075,put,2M,60,0.2381,14.6515
5932,2025-03-12,19604.48,21550,1.1,call,2M,60,0.2381,
5933,2025-03-12,19604.48,21550,1.1,put,2M,60,0.2381,15.255
5934,2025-03-12,19604.48,22050,1.125,call,2M,60,0.2381,
5935,2025-03-12,19604.48,22050,1.125,put,2M,60,0.2381,
5936,2025-03-12,19604.48,22550,1.15,call,2M,60,0.2381,14.0977
5937,2025-03-12,19604.48,22550,1.15,put,2M,60,0.2381,
5938,2025-03-12,19604.48,23550,1.2,call,2M,60,0.2381,15.1212
5939,2025-03-12,19604.48,23550,1.2,put,2M,60,0.2381,
5940,2025-03-12,19604.48,15700,0.8,call,3M,91,0.36111,
5941,2025-03-12,19604.48,15700,0.8,put,3M,91,0.36111,19.5987
5942,2025-03-12,19604.48,16650,0.85,call,3M,91,0.36111,17.7277
5943,2025-03-12,19604.48,16650,0.85,put,3M,91,0.36111,19.0782
5944,2025-03-12,19604.48,17150,0.875,call,3M,91,0.36111,18.07
5945,2025-03-12,19604.48,17150,0.875,put,3M,91,0.36111,17.5556
5946,2025-03-12,19604.48,17650,0.9,call,3M,91,0.36111,15.8075
5947,2025-03-12,19604.48,17650,0.9,put,3M,91,0.36111,16.7968
5948,2025-03-12,19604.48,18150,0.925,call,3M,91,0.36111,15.368
5949,2025-03-12,19604.48,18150,0.925,put,3M,91,0.36111,
5950,2025-03-12,19604.48,18600,0.95,call,3M,91,0.36111,16.5745
5951,2025-03-12,19604.48,18600,0.95,put,3M,91,0.36111,16.2867
5952,2025-03-12,19604.48,19100,0.975,call,3M,91,0.36111,16.0559
5953,2025-03-12,19604.48,19100,0.975,put,3M,91,0.36111,15.676
5954,2025-03-12,19604.48,19600,1.0,call,3M,91,0.36111,15.1073
5955,2025-03-12,19604.48,19600,1.0,put,3M,91,0.36111,
5956,2025-03-12,19604.48,20100,1.025,call,3M,91,0.36111,
5957,2025-03-12,19604.48,20100,1.025,put,3M,91,0.36111,
5958,2025-03-12,19604.48,20600,1.05,call,3M,91,0.36111,14.9019
5959,2025-03-12,19604.48,20600,1.05,put,3M,91,0.36111,14.383
5960,2025-03-12,19604.48,21050,1.075,call,3M,91,0.36111,15.0395
5961,2025-03-12,19604.48,21050,1.075,put,3M,91,0.36111,
5962,2025-03-12,19604.48,21550,1.1,call,3M,91,0.36111,
5963,2025-03-12,19604.48,21550,1.1,put,3M,91,0.36111,13.3392
5964,2025-03-12,19604.48,22050,1.125,call,3M,91,0.36111,
5965,2025-03-12,19604.48,22050,1.125,put,3M,91,0.36111,
5966,2025-03-12,19604.48,22550,1.15,call,3M,91,0.36111,13.7559
5967,2025-03-12,19604.48,22550,1.15,put,3M,91,0.36111,
5968,2025-03-12,19604.48,23550,1.2,call,3M,91,0.36111,14.6387
